blogs,Rating,Discussion of Costs,Quantification of Benefits,Explanation/Quantification of Harms
https://www.healthnewsreview.org/review/ending-the-multivitamin-debate-why-taking-one-may-actually-save-your-life/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/placebo-effect-influenced-by-perceived-cost-study-finds/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/trial-finds-gsk-ebola-shot-is-safe-and-provokes-immune-response/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/curcumin-may-help-lower-inflammation-in-metabolic-syndrome/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/insulin-spray-may-be-helpful-for-people-with-early-dementia/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/nasal-spray-shows-promise-as-treatment-for-alzheimers-disease/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/breathing-for-your-better-health/,2,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/double-chin-there-may-be-a-drug-for-that/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/dna-blood-test-gives-women-a-new-option-for-prenatal-screening/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/day-tripping-benefits-seen-in-psychedelics/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/is-proton-therapy-the-magic-bullet-for-cancer/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/study-hints-that-video-feedback-therapy-may-help-curb-autism/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/researchers-in-italy-found-bergamot-lowered-blood-cholesterol/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/drinking-beetroot-juice-reduces-high-blood-pressure-trial-shows/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/mohs-surgery-minimal-scars-vs-high-cost/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/when-bariatric-surgerys-benefits-wane-this-procedure-can-help/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/fda-approves-a-device-for-weight-loss/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/blueberries-may-lower-blood-pressure/,2,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/a-better-way-to-help-people-quit-smoking/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/vitamin-d-may-boost-colon-cancer-survival-study-finds/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-drug-opdivo-successfully-ends-lung-cancer-trial/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/head-start-program-might-help-fight-childhood-obesity-study/,3,Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/add-an-avocado-lower-your-cholesterol/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/eating-avocados-daily-may-be-good-for-the-heart-study-shows/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/avocados-may-help-lower-bad-cholesterol-study-finds/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/bite-back-at-bad-cholesterol-eat-an-avocado-a-day/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/best-time-of-the-month-for-women-to-quit-smoking/,2,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/how-exercise-keeps-us-young/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-drug-tricks-metabolism-into-burning-fat-as-if-youve-just-finished-a-meal/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cempras-lead-oral-antibiotic-meets-main-goal-in-late-stage-trial/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/slowdown-in-number-of-systematic-story-reviews-because-of-loss-of-funding/,0,Not Applicable,Not Applicable,Not Applicable
https://www.healthnewsreview.org/review/new-drugs-improve-options-for-melanoma-patients/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-drug-may-help-some-asthmatics-study-finds/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/regeneron-sanofi-asthma-drug-seen-as-potential-game-changer/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/seeking-clues-to-heart-disease-in-dna-of-an-unlucky-family/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/wireless-pacemaker-shows-promise-in-early-study/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/gene-test-may-help-guide-prostate-cancer-treatment/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/implanted-device-may-predict-epilepsy-seizures-study-suggests/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/newly-discovered-hormone-could-yield-new-treatment-for-diabetes/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/are-pricey-computer-aided-mammograms-worth-it/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/stomach-ct-scans-may-help-find-osteoporosis-study/,5,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/freezing-treatment-may-help-destroy-lung-tumors-study/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/walnuts-for-diabetes/,1,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/is-a-better-sleeping-pill-on-the-way/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/experimental-sleep-drug-may-cause-fewer-side-effects-merck-study/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/can-enzymes-make-the-meal/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/simple-breath-test-might-diagnose-heart-failure/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-method-for-hip-replacement-wins-favor-with-some-surgeons/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/women-who-ate-more-soy-survive-lung-cancer-better-study-finds/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/therapy-often-as-good-as-surgery-for-knees-study-finds/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/small-trial-shows-brain-pacemaker-may-ease-severe-anorexia/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/drugs-may-help-relieve-restless-legs-syndrome/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/folic-acid-in-pregnancy-tied-to-lower-autism-risk/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/folic-acid-linked-to-reduced-risk-of-autism-spectrum-disorders/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/folic-acid-in-pregnancy-may-help-lower-autism-risk/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/a-pill-so-people-with-celiac-disease-can-eat-freely/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/long-awaited-stroke-studies-show-hopeful-new-treatment-no-better-than-older-one/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/omega-6-fats-linked-to-increased-risk-of-heart-disease-2/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/re-analysis-refutes-diet-guidelines-favoring-vegetable-fats/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/yoga-and-the-mind-can-yoga-reduce-symptoms-of-major-psychiatric-disorders/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/for-early-cancer-lumpectomy-beats-mastectomy-for-survival-study/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/vanda-sleep-drug-effective-in-second-late-stage-trial/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/drug-is-shown-to-help-pancreatic-cancer-cases/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/fda-approves-1st-skin-patch-to-combat-migraines/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/the-other-incontinence/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/women-with-a-berry-snacking-habit-may-have-healthier-hearts/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/berries-linked-to-lower-heart-disease-among-women/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/berries-may-cut-heart-attack-risk-in-women-study-says/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/iud-might-ease-heavy-menstrual-bleeding-study-suggests/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/experimental-drug-may-help-people-with-bipolar-disorder/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-eye-test-may-help-predict-risk-of-glaucoma/,3,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/drug-fulfills-promise-of-research-into-cystic-fibrosis-gene/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/energy-drinks-promise-edge-but-experts-say-proof-is-scant/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-test-could-help-diagnose-alzheimers-disease-in-live-patients/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/treating-kidneys-with-radio-waves-may-ease-tough-to-control-hypertension/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/beet-juice-lowers-blood-pressure/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-method-allows-better-prostate-cancer-testing/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/in-girls-last-hope-altered-immune-cells-beat-leukemia/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/university-of-pennsylvania-gene-therapy-shows-promise-in-eradicating-some-blood-cancers/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/drug-shows-promise-for-lupus-skin-conditions/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/experimental-antidepressant-appears-quick-acting-safe/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/bigger-role-seen-for-breast-cancer-drug/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/longer-tamoxifen-use-cuts-breast-cancer-deaths/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/long-term-treatment-cuts-breast-cancer-deaths/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/is-a-breath-test-for-colon-cancer-possible/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/breath-test-may-detect-colon-cancer/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/magnets-zap-blues-for-some-with-depression/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/experimental-insomnia-drug-shows-promise/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/certain-arthritis-patients-fare-worse-after-joint-replacement-study/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/probiotics-benefits-may-be-more-than-a-gut-feeling/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/nanoparticles-show-potential-for-treating-ms/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-approach-could-treat-ms-other-autoimmune-diseases/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/meditation-might-cut-risk-of-heart-attack-stroke-in-blacks/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/strongest-study-yet-shows-meditation-can-lower-risk-of-heart-attack-and-stroke/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/drug-slows-knee-osteoarthritis-progression/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/centuries-old-art-of-cupping-may-bring-some-pain-relief/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/infusing-good-cholesterol-may-help-unclog-arteries/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/amgen-experimental-drug-lowers-cholesterol-in-mid-stage-trial/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-drug-may-help-those-who-cant-take-statins/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/doctors-debate-value-of-fringe-heart-treatment/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/researchers-raise-concerns-over-chelation-heart-study/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/early-autism-treatment-benefits-kids-brains/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/the-berry-essence-of-fat-burning/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/you-are-getting-cooler-hypnosis-works-for-hot-flashes-study-finds/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/hypnosis-halts-hot-flashes-for-some-women/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/israeli-medical-device-offers-new-alzheimers-treatment/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/study-multivitamins-may-lower-cancer-risk-in-men/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/daily-multivitamin-shown-to-help-ward-off-cancer-in-men/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/epilepsy-drug-shows-promise-as-weight-loss-aid-study-says/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/options-in-treating-incontinence/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/measuring-brain-plaques-may-yield-clues-to-alzheimers-risk/,0,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cervical-cancer-vaccine-in-early-stages/,4,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cervical-cancer-vaccine-shows-promise/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/covidien-tools-shown-effective-against-pad/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/tomato-helps-cut-the-risk-of-a-stroke-study-shows/,4,Not Applicable,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/tomatoes-may-help-reduce-stroke-risk/,4,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/tomatoes-may-lower-your-risk-for-stroke/,4,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/a-new-course-for-concussions/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/alzheimer-drug-shows-some-promise-in-mild-disease/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/alzheimers-drug-slows-memory-decline/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/drug-shows-promise-in-treating-a-type-of-muscular-dystrophy-in-boys/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/benefits-seen-in-hormone-use-early-in-menopause/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/study-supports-hormone-treatments-for-menopause/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/is-a-3-d-mammogram-better-at-avoiding-false-positives/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-anti-clotting-drug-bests-warfarin-study-says/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-melanoma-treatment-might-delay-cancer-progression/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/dna-markers-may-predict-impotence-after-prostate-cancer/,3,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/new-device-may-reduce-repeat-breast-cancer-surgeries/,3,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/study-placebo-or-not-acupuncture-helps-with-pain/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/acupuncture-has-limited-benefit-for-chronic-pain/,3,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/relief-for-severe-asthma-at-a-high-price/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/heart-study-helps-save-lives-of-young-athletes/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/circumcision-pluses-outweigh-risks-pediatricians/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/pediatricians-decide-boys-are-better-off-circumcised-than-not/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/walnuts-may-improve-sperm-quality-in-healthy-men/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/can-daily-aspirin-help-ward-off-cancer/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/daily-aspirin-may-reduce-risk-of-cancer-death/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/u-m-oversees-cutting-edge-trial-that-offers-hope-in-fight-against-lou-gehrigs-disease/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/magnetic-stimulation-helps-some-people-with-treatment-resistant-depression/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/hormone-boosts-mental-function-in-small-study/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/hormone-may-boost-aging-failing-brains/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/study-psa-testing-cuts-worst-prostate-cancers/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/abandoning-psa-screening-could-cost-lives-study/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/prostate-cancer-screening-why-cant-doctors-agree/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/immune-disorder-drug-shows-promise-for-alzheimers-2/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/fruitful-news-from-tart-cherry-studies/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/a-new-check-for-heart-problems/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/nutrient-drink-might-boost-memory-in-early-alzheimers-study/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/a-new-treatments-tantalizing-promise-brings-heartbreaking-ups-and-downs/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-laser-aims-to-zap-cellulite-at-the-source/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/gene-healing-in-a-lotion-researchers-say-theyre-close/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/botox-may-help-multiple-sclerosis-tremors/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/gel-shows-promise-as-future-male-contraceptive/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/newer-second-line-diabetes-drug-may-outperform-older-meds/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/not-all-calories-equal-study-shows/,4,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/low-carb-diet-burns-the-most-calories-in-small-study/,5,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/brain-eeg-test-might-help-spot-autism-study/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/seaweed-supplement-may-aid-weight-loss-study/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/study-questions-efficacy-and-safety-of-knee-injections/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/type-1-diabetes-stem-cell-treatment-shows-promise/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/drinking-coffee-may-delay-alzheimers-disease/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/blood-tests-might-help-guide-breast-cancer-care/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-epilepsy-tactic-fight-inflammation/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/study-dark-chocolate-may-lower-heart-disease-and-stroke-risks/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/can-aspirin-help-ward-off-skin-cancer/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/common-painkillers-may-help-prevent-skin-cancer-study/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/drastic-method-targets-hard-to-treat-hypertension/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/long-lasting-birth-control-cuts-pregnancy-rate/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-blood-thinner-may-lower-chances-of-clots-in-high-risk-heart-patients-fda/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/chinese-herb-kudzu-may-help-drinkers-cut-down/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/acupuncture-may-be-worth-a-shot-for-copd/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-method-easing-preparation-may-encourage-colon-checks/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/prep-free-virtual-colonoscopy-could-be-as-effective-as-scope-procedure/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/eggs-at-breakfast-may-delay-hunger/,1,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/egg-producers-fund-study-confirming-the-health-benefits-of-eggs/,1,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/marijuana-may-ease-multiple-sclerosis-symptoms/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/mens-fertility-test-available-for-home/,5,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/how-that-glass-of-red-wine-might-help-you-live-longer/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/mixed-message-on-antidepressant-for-hot-flashes/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/preventive-medicines-can-help-migraine-sufferers/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/experts-issue-new-guidelines-for-preventing-migraines-with-drugs/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/surgery-for-migraines-help-or-hokum/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/alzheimers-new-test-aids-early-diagnosis-but-worth-it-to-know/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/experimental-prostate-cancer-treatment-shows-promise/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/are-breast-lumps-cancerous-a-new-device-may-help/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/thymes-time-as-acne-remedy-may-be-coming-soon/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/treating-sleep-apnea-without-the-mask/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/soy-supplements-can-cool-hot-flashes-study/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/hormone-replacement-therapy-regains-popularity/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/berries-tea-may-cut-mens-odds-for-parkinsons-study/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/early-study-hints-that-breast-cancer-vaccine-might-work/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-scanning-technology-might-help-guide-prostate-cancer-care/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/electroacupuncture-may-be-effective-for-depression-study/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/bypass-less-risky-than-stent-use-over-long-term/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/study-sees-lower-death-risk-with-bypass-surgery-versus-angioplasty-for-older-heart-patients/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/bypass-surgery-edges-stents-for-heart-treatment/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/green-coffee-beans-show-potential-for-losing-weight/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/could-unroasted-coffee-beans-help-you-shed-pounds/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/experimental-cholesterol-drug-results-called-game-changing/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/less-invasive-hernia-procedure-easier-on-patients-study/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-procedure-makes-hyperhidrosis-no-sweat/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/topical-gel-treats-precancerous-skin-condition/,1,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/cutting-your-risk-of-prostate-cancer/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/can-statins-prevent-parkinsons-disease/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/study-suggests-overall-benefit-from-antidepressants/,4,Not Applicable,Satisfactory,Not Satisfactory
